! ------------ AirfoilInfo v1.01.x Input File ----------------------------------
! AeroElasticSE FAST driver
! line
! line
! ------------------------------------------------------------------------------
DEFAULT                  InterpOrd   ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=3]
1                        NonDimArea  ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
0                        NumCoords   ! The number of coordinates in the airfoil shape file. Set to zero if coordinates not included.
AF16_BL.txt              BL_file     ! The file name including the boundary layer characteristics of the profile. Ignored if the aeroacoustic module is not called.
1                        NumTabs     ! Number of airfoil tables in this file.  Each table must have lines for Re and Ctrl.
! ------------------------------------------------------------------------------
! data for table 1 
! ------------------------------------------------------------------------------
3.000000                 Re          ! Reynolds number in millions
0                        Ctrl        ! Control setting (must be 0 for current AirfoilInfo)
True                     InclUAdata  ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
-2.921594                alpha0      ! 0-lift angle of attack, depends on airfoil.
13.766366                alpha1      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
-10.922246               alpha2      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
1.000000                 eta_e       ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
7.973950                 C_nalpha    ! Slope of the 2D normal force coefficient curve. (1/rad)
Default                  T_f0        ! Initial value of the time constant associated with Df in the expression of Df and f. [default = 3]
Default                  T_V0        ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
Default                  T_p         ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
Default                  T_VL        ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
Default                  b1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
Default                  b2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
Default                  b5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
Default                  A1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
Default                  A2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
Default                  A5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
0.000000                 S1          ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S2          ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S3          ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S4          ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
1.981012                 Cn1         ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
-1.244139                Cn2         ! As Cn1 for negative AOAs.
Default                  St_sh       ! Strouhal's shedding frequency constant.  [default = 0.19]
0.014175                 Cd0         ! 2D drag coefficient value at 0-lift.
-0.084189                Cm0         ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
0.000000                 k0          ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
0.000000                 k1          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k2          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k3          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k1_hat      ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
Default                  x_cp_bar    ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
Default                  UACutout    ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
Default                  filtCutOff  ! Cut-off frequency (-3 dB corner frequency) for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (Hz) [default = 20]
!........................................
! Table of aerodynamics coefficients
348                      NumAlf      ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
  -180.000 -0.083977  0.006000 -0.031118
  -179.000  0.038423  0.006501  0.014233
  -178.000  0.160823  0.008003  0.059288
  -177.000  0.283223  0.010504  0.104025
  -176.000  0.405623  0.013999  0.148424
  -175.000  0.528023  0.018482  0.192461
  -174.000  0.650423  0.023949  0.236117
  -173.000  0.772771  0.030390  0.279350
  -172.000  0.887763  0.037797  0.319528
  -171.000  0.951821  0.046160  0.341172
  -170.000  0.903205  0.055468  0.322770
  -169.000  0.760396  0.065709  0.271580
  -168.000  0.613698  0.076870  0.219807
  -167.000  0.512037  0.088935  0.184485
  -166.000  0.453860  0.101889  0.164788
  -165.000  0.424755  0.115716  0.155492
  -164.000  0.413071  0.130399  0.152441
  -163.000  0.411515  0.145917  0.153057
  -162.000  0.415791  0.162253  0.155835
  -161.000  0.423374  0.179384  0.159896
  -160.000  0.432749  0.197290  0.164723
  -159.000  0.442984  0.215947  0.169999
  -158.000  0.453491  0.235334  0.175532
  -157.000  0.463887  0.255424  0.181199
  -156.000  0.473920  0.276194  0.186922
  -155.000  0.483418  0.297618  0.192652
  -154.000  0.492265  0.319668  0.198358
  -153.000  0.500384  0.342317  0.204022
  -152.000  0.507719  0.365538  0.209632
  -151.000  0.514235  0.389302  0.215183
  -150.000  0.519911  0.413579  0.220674
  -149.000  0.524733  0.438340  0.226106
  -148.000  0.528697  0.463554  0.231482
  -147.000  0.531803  0.489189  0.236807
  -146.000  0.534059  0.515215  0.242084
  -145.000  0.535472  0.541600  0.247320
  -144.000  0.536055  0.568311  0.252519
  -143.000  0.535825  0.595316  0.257687
  -142.000  0.534796  0.622581  0.262828
  -141.000  0.532990  0.650074  0.267948
  -140.000  0.530426  0.677761  0.273050
  -139.000  0.527126  0.705607  0.278139
  -138.000  0.523113  0.733580  0.283217
  -137.000  0.518411  0.761645  0.288287
  -136.000  0.513044  0.789769  0.293350
  -135.000  0.507037  0.817916  0.298408
  -134.000  0.500417  0.846053  0.303460
  -133.000  0.493208  0.874146  0.308507
  -132.000  0.485437  0.902161  0.313547
  -131.000  0.477130  0.930064  0.318579
  -130.000  0.468313  0.957821  0.323599
  -129.000  0.459014  0.985398  0.328604
  -128.000  0.449256  1.012763  0.333591
  -127.000  0.439067  1.039882  0.338554
  -126.000  0.428472  1.066723  0.343488
  -125.000  0.417496  1.093253  0.348386
  -124.000  0.406163  1.119441  0.353243
  -123.000  0.394498  1.145254  0.358051
  -122.000  0.382524  1.170662  0.362802
  -121.000  0.370265  1.195634  0.367489
  -120.000  0.357742  1.220141  0.372102
  -119.000  0.344978  1.244153  0.376633
  -118.000  0.331993  1.267640  0.381072
  -117.000  0.318808  1.290575  0.385410
  -116.000  0.305441  1.312931  0.389637
  -115.000  0.291912  1.334680  0.393744
  -114.000  0.278239  1.355797  0.397720
  -113.000  0.264437  1.376256  0.401556
  -112.000  0.250525  1.396033  0.405241
  -111.000  0.236516  1.415104  0.408766
  -110.000  0.222426  1.433446  0.412122
  -109.000  0.208269  1.451037  0.415297
  -108.000  0.194057  1.467857  0.418284
  -107.000  0.179802  1.483885  0.421074
  -106.000  0.165516  1.499102  0.423657
  -105.000  0.151211  1.513490  0.426026
  -104.000  0.136894  1.527031  0.428172
  -103.000  0.122313  1.539710  0.430072
  -102.000  0.108006  1.551512  0.431754
  -101.000  0.093714  1.562422  0.433193
  -100.000  0.079445  1.572427  0.434384
   -99.000  0.065205  1.581516  0.435321
   -98.000  0.051002  1.589677  0.436001
   -97.000  0.036840  1.596901  0.436419
   -96.000  0.022725  1.603179  0.436572
   -95.000  0.008664  1.608503  0.436459
   -94.000 -0.005341  1.612869  0.436077
   -93.000 -0.019284  1.616269  0.435425
   -92.000 -0.033160  1.618700  0.434504
   -91.000 -0.046966  1.620160  0.433313
   -90.000 -0.060698  1.620646  0.431855
   -89.000 -0.074351  1.620158  0.430130
   -88.000 -0.087923  1.618696  0.428141
   -87.000 -0.101409  1.616263  0.425893
   -86.000 -0.114805  1.612861  0.423388
   -85.000 -0.128107  1.608494  0.420631
   -84.000 -0.141312  1.603167  0.417627
   -83.000 -0.154416  1.596887  0.414383
   -82.000 -0.167412  1.589661  0.410905
   -81.000 -0.180299  1.581498  0.407199
   -80.000 -0.193069  1.572407  0.403273
   -79.000 -0.205718  1.562399  0.399135
   -78.000 -0.218241  1.551487  0.394793
   -77.000 -0.230632  1.539683  0.390256
   -76.000 -0.242883  1.527002  0.385532
   -75.000 -0.254990  1.513458  0.380632
   -74.000 -0.266943  1.499067  0.375565
   -73.000 -0.278737  1.483848  0.370341
   -72.000 -0.290363  1.467817  0.364970
   -71.000 -0.301812  1.450994  0.359462
   -70.000 -0.313076  1.433400  0.353827
   -69.000 -0.324144  1.415055  0.348076
   -68.000 -0.335008  1.395981  0.342219
   -67.000 -0.345657  1.376201  0.336267
   -66.000 -0.356080  1.355738  0.330230
   -65.000 -0.366265  1.334617  0.324118
   -64.000 -0.376202  1.312864  0.317941
   -63.000 -0.385877  1.290504  0.311709
   -62.000 -0.395278  1.267565  0.305432
